time,Aroon Down,Aroon Up
2025-01-07 19:20,94.4000,55.8000
2025-01-07 19:15,94.6000,56.0000
2025-01-07 19:10,94.8000,56.2000
2025-01-07 19:05,95.0000,56.4000
2025-01-07 19:00,95.2000,56.6000
2025-01-07 18:55,95.4000,56.8000
2025-01-07 18:50,95.6000,57.0000
2025-01-07 18:45,95.8000,57.2000
2025-01-07 18:40,96.0000,57.4000
2025-01-07 18:35,96.2000,57.6000
2025-01-07 18:30,96.4000,57.8000
2025-01-07 18:25,96.6000,58.0000
2025-01-07 18:20,96.8000,58.2000
2025-01-07 18:15,97.0000,58.4000
2025-01-07 18:10,97.2000,58.6000
2025-01-07 18:05,97.4000,58.8000
2025-01-07 18:00,97.6000,59.0000
2025-01-07 17:55,97.8000,59.2000
2025-01-07 17:50,98.0000,59.4000
2025-01-07 17:45,98.2000,59.6000
2025-01-07 17:40,98.4000,59.8000
2025-01-07 17:35,98.6000,60.0000
2025-01-07 17:30,98.8000,60.2000
2025-01-07 17:25,99.0000,60.4000
2025-01-07 17:20,99.2000,60.6000
2025-01-07 17:15,99.4000,60.8000
2025-01-07 17:10,99.6000,61.0000
2025-01-07 17:05,99.8000,61.2000
2025-01-07 17:00,100.0000,61.4000
2025-01-07 16:55,61.8000,61.6000
2025-01-07 16:50,62.0000,61.8000
2025-01-07 16:45,62.2000,62.0000
2025-01-07 16:40,62.4000,62.2000
2025-01-07 16:35,62.6000,62.4000
2025-01-07 16:30,62.8000,62.6000
2025-01-07 16:25,63.0000,62.8000
2025-01-07 16:20,63.2000,63.0000
2025-01-07 16:15,63.4000,63.2000
2025-01-07 16:10,63.6000,63.4000
2025-01-07 16:05,63.8000,63.6000
2025-01-07 16:00,64.0000,63.8000
2025-01-07 15:55,64.2000,64.0000
2025-01-07 15:50,64.4000,64.2000
2025-01-07 15:45,64.6000,64.4000
2025-01-07 15:40,64.8000,64.6000
2025-01-07 15:35,65.0000,64.8000
2025-01-07 15:30,65.2000,65.0000
2025-01-07 15:25,65.4000,65.2000
2025-01-07 15:20,65.6000,65.4000
2025-01-07 15:15,65.8000,65.6000
2025-01-07 15:10,66.0000,65.8000
2025-01-07 15:05,66.2000,66.0000
2025-01-07 15:00,66.4000,66.2000
2025-01-07 14:55,66.6000,66.4000
2025-01-07 14:50,66.8000,66.6000
2025-01-07 14:45,67.0000,66.8000
2025-01-07 14:40,67.2000,67.0000
2025-01-07 14:35,67.4000,67.2000
2025-01-07 14:30,67.6000,67.4000
2025-01-07 14:25,67.8000,67.6000
2025-01-07 14:20,68.0000,67.8000
2025-01-07 14:15,68.2000,68.0000
2025-01-07 14:10,68.4000,68.2000
2025-01-07 14:05,68.6000,68.4000
2025-01-07 14:00,68.8000,68.6000
2025-01-07 13:55,69.0000,68.8000
2025-01-07 13:50,69.2000,69.0000
2025-01-07 13:45,69.4000,69.2000
2025-01-07 13:40,69.6000,69.4000
2025-01-07 13:35,69.8000,69.6000
2025-01-07 13:30,70.0000,69.8000
2025-01-07 13:25,70.2000,70.0000
2025-01-07 13:20,70.4000,70.2000
2025-01-07 13:15,70.6000,70.4000
2025-01-07 13:10,70.8000,70.6000
2025-01-07 13:05,71.0000,70.8000
2025-01-07 13:00,71.2000,71.0000
2025-01-07 12:55,71.4000,71.2000
2025-01-07 12:50,71.6000,71.4000
2025-01-07 12:45,71.8000,71.6000
2025-01-07 12:40,72.0000,71.8000
2025-01-07 12:35,72.2000,72.0000
2025-01-07 12:30,72.4000,72.2000
2025-01-07 12:25,72.6000,72.4000
2025-01-07 12:20,72.8000,72.6000
2025-01-07 12:15,73.0000,72.8000
2025-01-07 12:10,73.2000,73.0000
2025-01-07 12:05,73.4000,73.2000
2025-01-07 12:00,73.6000,73.4000
2025-01-07 11:55,73.8000,73.6000
2025-01-07 11:50,74.0000,73.8000
2025-01-07 11:45,74.2000,74.0000
2025-01-07 11:40,74.4000,74.2000
2025-01-07 11:35,74.6000,74.4000
2025-01-07 11:30,74.8000,74.6000
2025-01-07 11:25,75.0000,74.8000
2025-01-07 11:20,75.2000,75.0000
2025-01-07 11:15,75.4000,75.2000
2025-01-07 11:10,0.0000,75.4000
2025-01-07 11:05,0.2000,75.6000
2025-01-07 11:00,0.4000,75.8000
2025-01-07 10:55,0.6000,76.0000
2025-01-07 10:50,0.8000,76.2000
2025-01-07 10:45,1.0000,76.4000
2025-01-07 10:40,1.2000,76.6000
2025-01-07 10:35,1.4000,76.8000
2025-01-07 10:30,1.6000,77.0000
2025-01-07 10:25,1.8000,77.2000
2025-01-07 10:20,2.0000,77.4000
2025-01-07 10:15,2.2000,77.6000
2025-01-07 10:10,2.4000,77.8000
2025-01-07 10:05,2.6000,78.0000
2025-01-07 10:00,2.8000,78.2000
2025-01-07 09:55,3.0000,78.4000
2025-01-07 09:50,3.2000,78.6000
2025-01-07 09:45,3.4000,78.8000
2025-01-07 09:40,3.6000,79.0000
2025-01-07 09:35,3.8000,79.2000
2025-01-07 09:30,4.0000,79.4000
2025-01-07 09:25,4.2000,79.6000
2025-01-07 09:20,4.4000,79.8000
2025-01-07 09:15,4.6000,80.0000
2025-01-07 09:10,4.8000,80.2000
2025-01-07 09:05,5.0000,80.4000
2025-01-07 09:00,5.2000,80.6000
2025-01-07 08:55,5.4000,80.8000
2025-01-07 08:50,5.6000,81.0000
2025-01-07 08:45,5.8000,81.2000
2025-01-07 08:40,6.0000,81.4000
2025-01-07 08:35,6.2000,81.6000
2025-01-07 08:30,6.4000,81.8000
2025-01-07 08:25,6.6000,82.0000
2025-01-07 08:20,6.8000,82.2000
2025-01-07 08:15,7.0000,82.4000
2025-01-07 08:10,7.2000,82.6000
2025-01-07 08:05,7.4000,82.8000
2025-01-07 08:00,7.6000,83.0000
2025-01-07 07:55,7.8000,83.2000
2025-01-07 07:50,8.0000,83.4000
2025-01-07 07:45,8.2000,83.6000
2025-01-07 07:40,8.4000,83.8000
2025-01-07 07:35,8.6000,84.0000
2025-01-07 07:30,8.8000,84.2000
2025-01-07 07:25,9.0000,84.4000
2025-01-07 07:20,9.2000,84.6000
2025-01-07 07:15,9.4000,84.8000
2025-01-07 07:10,9.6000,85.0000
2025-01-07 07:05,9.8000,85.2000
2025-01-07 07:00,10.0000,85.4000
2025-01-07 06:55,10.2000,85.6000
2025-01-07 06:50,10.4000,85.8000
2025-01-07 06:45,10.6000,86.0000
2025-01-07 06:40,10.8000,86.2000
2025-01-07 06:35,11.0000,86.4000
2025-01-07 06:30,11.2000,86.6000
2025-01-07 06:25,11.4000,86.8000
2025-01-07 06:20,11.6000,87.0000
2025-01-07 06:15,11.8000,87.2000
2025-01-07 06:10,12.0000,87.4000
2025-01-07 06:05,12.2000,87.6000
2025-01-07 06:00,12.4000,87.8000
2025-01-07 05:55,12.6000,88.0000
2025-01-07 05:50,12.8000,88.2000
2025-01-07 05:45,13.0000,88.4000
2025-01-07 05:40,13.2000,88.6000
2025-01-07 05:35,13.4000,88.8000
2025-01-07 05:30,13.6000,89.0000
2025-01-07 05:25,13.8000,89.2000
2025-01-07 05:20,14.0000,89.4000
2025-01-07 05:15,14.2000,89.6000
2025-01-07 05:10,14.4000,89.8000
2025-01-07 05:05,14.6000,90.0000
2025-01-07 05:00,14.8000,90.2000
2025-01-07 04:55,15.0000,90.4000
2025-01-07 04:50,15.2000,90.6000
2025-01-07 04:45,15.4000,90.8000
2025-01-07 04:40,15.6000,91.0000
2025-01-07 04:35,15.8000,91.2000
2025-01-07 04:30,16.0000,91.4000
2025-01-07 04:25,16.2000,91.6000
2025-01-07 04:20,16.4000,91.8000
2025-01-07 04:15,16.6000,92.0000
2025-01-07 04:10,16.8000,92.2000
2025-01-07 04:05,17.0000,92.4000
2025-01-07 04:00,17.2000,92.6000
2025-01-06 19:55,17.4000,92.8000
2025-01-06 19:50,17.6000,93.0000
2025-01-06 19:45,17.8000,93.2000
2025-01-06 19:40,18.0000,93.4000
2025-01-06 19:35,18.2000,93.6000
2025-01-06 19:30,18.4000,93.8000
2025-01-06 19:25,18.6000,94.0000
2025-01-06 19:20,18.8000,94.2000
2025-01-06 19:15,19.0000,94.4000
2025-01-06 19:10,19.2000,94.6000
2025-01-06 19:05,19.4000,94.8000
2025-01-06 19:00,19.6000,95.0000
2025-01-06 18:55,19.8000,95.2000
2025-01-06 18:50,20.0000,95.4000
2025-01-06 18:45,20.2000,95.6000
2025-01-06 18:40,20.4000,95.8000
2025-01-06 18:35,20.6000,96.0000
2025-01-06 18:30,20.8000,96.2000
2025-01-06 18:25,21.0000,96.4000
2025-01-06 18:20,21.2000,96.6000
2025-01-06 18:15,21.4000,96.8000
2025-01-06 18:10,21.6000,97.0000
2025-01-06 18:05,21.8000,97.2000
2025-01-06 18:00,22.0000,97.4000
2025-01-06 17:55,22.2000,97.6000
2025-01-06 17:50,22.4000,97.8000
2025-01-06 17:45,22.6000,98.0000
2025-01-06 17:40,22.8000,98.2000
2025-01-06 17:35,23.0000,98.4000
2025-01-06 17:30,23.2000,98.6000
2025-01-06 17:25,23.4000,98.8000
2025-01-06 17:20,23.6000,99.0000
2025-01-06 17:15,23.8000,99.2000
2025-01-06 17:10,24.0000,99.4000
2025-01-06 17:05,24.2000,99.6000
2025-01-06 17:00,24.4000,99.8000
2025-01-06 16:55,24.6000,100.0000
2025-01-06 16:50,24.8000,22.8000
2025-01-06 16:45,25.0000,23.0000
2025-01-06 16:40,25.2000,23.2000
2025-01-06 16:35,25.4000,23.4000
2025-01-06 16:30,25.6000,23.6000
2025-01-06 16:25,25.8000,23.8000
2025-01-06 16:20,26.0000,24.0000
2025-01-06 16:15,26.2000,24.2000
2025-01-06 16:10,26.4000,24.4000
2025-01-06 16:05,26.6000,24.6000
2025-01-06 16:00,26.8000,24.8000
2025-01-06 15:55,27.0000,25.0000
2025-01-06 15:50,27.2000,25.2000
2025-01-06 15:45,27.4000,25.4000
2025-01-06 15:40,27.6000,25.6000
2025-01-06 15:35,27.8000,25.8000
2025-01-06 15:30,28.0000,26.0000
2025-01-06 15:25,28.2000,26.2000
2025-01-06 15:20,28.4000,26.4000
2025-01-06 15:15,28.6000,26.6000
2025-01-06 15:10,28.8000,26.8000
2025-01-06 15:05,29.0000,27.0000
2025-01-06 15:00,29.2000,27.2000
2025-01-06 14:55,29.4000,27.4000
2025-01-06 14:50,29.6000,27.6000
2025-01-06 14:45,29.8000,27.8000
2025-01-06 14:40,30.0000,28.0000
2025-01-06 14:35,30.2000,28.2000
2025-01-06 14:30,30.4000,28.4000
2025-01-06 14:25,30.6000,28.6000
2025-01-06 14:20,30.8000,28.8000
2025-01-06 14:15,31.0000,29.0000
2025-01-06 14:10,31.2000,29.2000
2025-01-06 14:05,31.4000,29.4000
2025-01-06 14:00,31.6000,29.6000
2025-01-06 13:55,31.8000,29.8000
2025-01-06 13:50,32.0000,30.0000
2025-01-06 13:45,32.2000,30.2000
2025-01-06 13:40,32.4000,30.4000
